content_id,content_type,title_english,maturity_rating,audio_languages,release_year,monetization_model,genre_normalized,synopsis_text,era_bucket,maturity_tags,cast_size,has_imdb_id,has_imdb_rating,director_names,actor_names,producer_names,storyline_tags,overall_tone_tags,tag_low_confidence,_storyline,_tone,_maturity,_director,_actor,item_id
da2fa1c8-1391-4840-a8a8-42679d64a198,movie,Tekka,U/A 13+,"[""BN""]",2024,SVOD,Thriller,"A desperate janitor holds a little girl hostage in a big office building, hoping to get his job back. Police rush in, and the media jumps on the story. As the standoff grows, the truth slowly comes out—bringing big twists, hidden secrets, and a fight that grabs everyone’s attention.",2020s,"[""Foul Language"", ""Smoking"", ""Violence"", ""Alcohol""]",5,False,False,"[""Srijit Mukherji""]","[""Dev"", ""Swastika Mukherjee"", ""Rukmini Maitra"", ""Paran Bandopadhyay"", ""Tota Roy Choudhury""]","[""Dev Entertainment Ventures Pvt Ltd""]","[""kidnapping"", ""cover_up"", ""life_threat""]","[""tense"", ""suspenseful"", ""dramatic""]",False,"['kidnapping', 'cover_up', 'life_threat']","['tense', 'suspenseful', 'dramatic']","['alcohol', 'foul language', 'smoking', 'violence']",['Srijit Mukherji'],"['Dev', 'Swastika Mukherjee', 'Rukmini Maitra', 'Paran Bandopadhyay', 'Tota Roy Choudhury']",movie::da2fa1c8-1391-4840-a8a8-42679d64a198
1073ae10-530b-4f04-9565-fd01c6e3c61a,movie,Habji Gabji,U,"[""BN""]",2022,SVOD,Drama,"Ambitious parents Ahana and Aditya give their son Tipu a phone to keep him entertained. At first, it’s just for fun. But soon, Tipu gets hooked on mobile games, and what started as a small habit turns into a serious addiction—one that changes their family life in ways they never expected.",2020s,"[""Suitable for all ages""]",2,False,False,"[""Raj Chakraborty""]","[""Parambrata Chattopadhyay"", ""Subhashree Ganguly""]","[""Raj Chakraborty Entertainment""]","[""family_conflict"", ""domestic_conflict""]","[""dramatic"", ""emotional""]",False,"['family_conflict', 'domestic_conflict']","['dramatic', 'emotional']",['suitable for all ages'],['Raj Chakraborty'],"['Parambrata Chattopadhyay', 'Subhashree Ganguly']",movie::1073ae10-530b-4f04-9565-fd01c6e3c61a
24f9f5c0-0e50-4ecb-8eec-82385f55a49f,movie,Chaalchitro,A 18+,"[""BN""]",2024,SVOD,Thriller,"When single women in Kolkata are murdered in ways that match old crimes, a special cop team takes on the case. As they study each spooky scene, dark secrets and past wounds come back to life—turning their search for a killer into a dangerous race to stay alive.",2020s,"[""Violence"", ""Foul Language"", ""Sexual content"", ""Smoking"", ""Alcohol"", ""Mature themes"", ""Gore""]",10,True,True,"[""Pratim D Gupta""]","[""Tota Roy Choudhury"", ""Anirban Chakrabarti"", ""Raima Sen"", ""Shantanu Maheshwari"", ""Ziaul Faruq Apurba"", ""Anindita Bose"", ""Swastika Dutta"", ""Indrajeet Bose"", ""Tanika Basu"", ""Priya Banerjee""]","[""Friends Communication Production""]","[""murder_mystery"", ""crime_investigation"", ""cover_up"", ""life_threat""]","[""dark"", ""suspenseful"", ""tense""]",False,"['murder_mystery', 'crime_investigation', 'cover_up', 'life_threat']","['dark', 'suspenseful', 'tense']","['alcohol', 'foul language', 'gore', 'mature themes', 'sexual content', 'smoking', 'violence']",['Pratim D Gupta'],"['Tota Roy Choudhury', 'Anirban Chakrabarti', 'Raima Sen', 'Shantanu Maheshwari', 'Ziaul Faruq Apurba', 'Anindita Bose', 'Swastika Dutta', 'Indrajeet Bose', 'Tanika Basu', 'Priya Banerjee']",movie::24f9f5c0-0e50-4ecb-8eec-82385f55a49f
66df7401-8c02-4c48-9889-86df79791e1d,movie,Ei Raat Tomar Amaar,U/A 13+,"[""BN""]",2025,SVOD,Drama,"An elderly couple in their 70s spend a night at their hillside home, looking back on 50 years of love, pain, and missed chances. As they talk about old regrets and lost dreams, they also find the quiet, lasting love that has kept them together through life’s ups and downs.",2020s,"[""Smoking"", ""Alcohol"", ""Mature themes""]",2,False,False,"[""Anjan Dutt"", ""Aparna Sen""]","[""Parambrata Chattopadhyay"", ""Shruti Das""]","[""hoichoi Studios""]","[""reconciliation""]","[""bittersweet"", ""emotional""]",True,['reconciliation'],"['bittersweet', 'emotional']","['alcohol', 'mature themes', 'smoking']","['Anjan Dutt', 'Aparna Sen']","['Parambrata Chattopadhyay', 'Shruti Das']",movie::66df7401-8c02-4c48-9889-86df79791e1d
6742a472-ead1-4aa5-951f-790bcc925286,movie,Shotyi Bole Shotyi Kichhu Nei,A 18+,"[""BN""]",2025,SVOD,Legal,"Twelve jury members, each with their own past, must decide the fate of a man in a tense trial. As secrets come out and right and wrong get blurry, emotions run high. What starts as a simple case turns into a storm of truth, guilt, and surprises no one expected. Will justice win in the end?",2020s,"[""Mature themes"", ""Foul Language"", ""Smoking"", ""Alcohol"", ""Sexual Abuse"", ""Substance Abuse"", ""Violence""]",12,False,False,"[""Srijit Mukherji""]","[""Kaushik Ganguly"", ""Parambrata Chattopadhyay"", ""Ritwick Chakraborty"", ""Ananya Chatterjee"", ""Rahul Arunoday Banerjee"", ""Sauraseni Maitra"", ""Arjun Chakrabarty"", ""Kaushik Sen"", ""Anirban Chakrabarti"", ""Phalguni Chatterjee"", ""Kanchan Mullick"", ""Suhotra Mukhopadhyay""]","[""SVF Entertainment Pvt Ltd""]","[""legal_case_trial"", ""betrayal"", ""manipulation""]","[""tense"", ""dramatic"", ""suspenseful""]",False,"['legal_case_trial', 'betrayal', 'manipulation']","['tense', 'dramatic', 'suspenseful']","['alcohol', 'foul language', 'mature themes', 'sexual abuse', 'smoking', 'substance abuse', 'violence']",['Srijit Mukherji'],"['Kaushik Ganguly', 'Parambrata Chattopadhyay', 'Ritwick Chakraborty', 'Ananya Chatterjee', 'Rahul Arunoday Banerjee', 'Sauraseni Maitra', 'Arjun Chakrabarty', 'Kaushik Sen', 'Anirban Chakrabarti', 'Phalguni Chatterjee', 'Kanchan Mullick', 'Suhotra Mukhopadhyay']",movie::6742a472-ead1-4aa5-951f-790bcc925286
c25269a6-38ed-4343-86c7-242028e82285,movie,Kabuliwala,U,"[""BN""]",2023,SVOD,Drama,"Set in 1965 Kolkata, Kabuliwala tells the moving story of Rahmat, an Afghan man whose fatherly love for a little girl named Mini crosses cultural and geographic boundaries, capturing the essence of humanity and the unbreakable bonds of love.",2020s,"[""Suitable for all ages""]",4,False,False,"[""Suman Ghosh""]","[""Mithun Chakraborty"", ""Anumegha Kahali"", ""Abir Chatterjee"", ""Sohini Sarkar""]","[""SVF Entertainment Pvt Ltd"", ""Jio Studios""]","[""unlikely_friendship""]","[""heartwarming"", ""emotional""]",True,['unlikely_friendship'],"['heartwarming', 'emotional']",['suitable for all ages'],['Suman Ghosh'],"['Mithun Chakraborty', 'Anumegha Kahali', 'Abir Chatterjee', 'Sohini Sarkar']",movie::c25269a6-38ed-4343-86c7-242028e82285
1da42523-7e7b-4075-89ed-d209d2e1a9e3,movie,Athhoi,A 18+,"[""BN""]",2024,SVOD,Drama,"In the village of Vinsura, Dr. Athhoi Lodha, a Dalit doctor, marries Diyamona despite what society says. But his jealous friend Gogo fills his mind with doubt about Diyamona’s loyalty. Blinded by mistrust, Athhoi makes choices that lead to heartbreak and tragedy.",2020s,"[""Alcohol"", ""Smoking"", ""Foul Language"", ""Sexual content""]",6,False,False,[],"[""Arna Mukhopadhyay"", ""Anirban Bhattacharya"", ""Sohini Sarkar"", ""Ditipriya Roy"", ""Arpan Ghoshal"", ""Mimi Dutta""]","[""SVF Entertainment Pvt Ltd"", ""Jio Studios""]","[""class_divide"", ""betrayal"", ""manipulation""]","[""tragic"", ""dramatic"", ""dark""]",False,"['class_divide', 'betrayal', 'manipulation']","['tragic', 'dramatic', 'dark']","['alcohol', 'foul language', 'sexual content', 'smoking']",[],"['Arna Mukhopadhyay', 'Anirban Bhattacharya', 'Sohini Sarkar', 'Ditipriya Roy', 'Arpan Ghoshal', 'Mimi Dutta']",movie::1da42523-7e7b-4075-89ed-d209d2e1a9e3
4af77efa-1947-4b7c-8288-f7470418f51c,movie,Amar Jamai Best,U,"[""BN""]",2025,FREE,Comedy,"Two daughters argue over whose husband is better. Their mother proposes a surprise challenge to settle the dispute. However, as playful rivalry intensifies, she makes an unexpected move. What is she planning, and who will emerge victorious?",2020s,"[""Suitable for all ages""]",4,False,False,"[""Sayantan Dhara""]","[""Shoumo Banerjee"", ""Prantik Banerjee"", ""Sairity Banerjee"", ""Diya Chakrabarti""]","[""hoichoi""]","[""family_rivalry"", ""comedy_of_errors""]","[""comedic"", ""heartwarming""]",False,"['family_rivalry', 'comedy_of_errors']","['comedic', 'heartwarming']",['suitable for all ages'],['Sayantan Dhara'],"['Shoumo Banerjee', 'Prantik Banerjee', 'Sairity Banerjee', 'Diya Chakrabarti']",movie::4af77efa-1947-4b7c-8288-f7470418f51c
9acd17de-e996-4982-a1dc-59184db75fd1,movie,Killbill Society,U/A 16+,"[""BN""]",2025,SVOD,Thriller,"A sequel to Hemlock Society, Killbill Society follows Mrityunjoy Kar, formerly Ananda Kar, a contract killer who’s lost his taste for death. He meets Poorna Aich, a fading actress who hires him to end her life. But their dark pact soon turns into a tale of healing, love, and redemption.",2020s,"[""Foul Language"", ""Alcohol"", ""Smoking"", ""Violence"", ""Mature themes""]",5,False,False,"[""Srijit Mukherji""]","[""Parambrata Chattopadhyay"", ""Koushani Mukherjee"", ""Sandipta Sen"", ""Biswanath Basu"", ""Anindya Chatterjee""]","[""SVF Entertainment Pvt Ltd""]","[""self_discovery"", ""reconciliation"", ""life_threat""]","[""dark"", ""emotional"", ""bittersweet""]",False,"['self_discovery', 'reconciliation', 'life_threat']","['dark', 'emotional', 'bittersweet']","['alcohol', 'foul language', 'mature themes', 'smoking', 'violence']",['Srijit Mukherji'],"['Parambrata Chattopadhyay', 'Koushani Mukherjee', 'Sandipta Sen', 'Biswanath Basu', 'Anindya Chatterjee']",movie::9acd17de-e996-4982-a1dc-59184db75fd1
1c563c78-5f64-4f17-9144-db87b5cb948e,movie,Asha Jaoar Majhe,U,"[""BN""]",2014,SVOD,Drama,"In Kolkata, a married couple lives in opposite shifts, their lives unfolding in solitude. Yet in the quiet hush of early mornings, their fleeting moments together offer tenderness amidst the monotony. A poetic, sensory meditation on love, labour, and quiet resilience.",2010s,"[""Suitable for all ages""]",2,False,False,"[""Aditya Vikram Sengupta""]","[""Ritwick Chakraborty"", ""Basabdatta Chatterjee""]","[""For Films""]","[""domestic_conflict""]","[""emotional"", ""bittersweet""]",True,['domestic_conflict'],"['emotional', 'bittersweet']",['suitable for all ages'],['Aditya Vikram Sengupta'],"['Ritwick Chakraborty', 'Basabdatta Chatterjee']",movie::1c563c78-5f64-4f17-9144-db87b5cb948e
f4b72b66-e103-400d-84fa-c60f1eca7b10,movie,Pokkhirajer Dim,U,"[""BN""]",2025,SVOD,Fantasy,"At Akashgunj High School, Ghoton, a determined student with special needs, finds an odd ally in Batabyal, his quirky maths teacher chasing a Nobel. When Ghoton stumbles upon a mysterious stone with strange powers, their lives spiral into chaos as dark forces close in.",2020s,"[""Suitable for all ages""]",4,False,False,"[""Soukarya Ghosal""]","[""Anirban Bhattacharya"", ""Mahabrata Basu"", ""Anumegha Banerjee"", ""Alexx O'Nell""]","[""SVF Entertainment Pvt Ltd"", ""Jio Studios""]","[""supernatural_threat"", ""unlikely_friendship"", ""life_threat""]","[""mysterious"", ""eerie"", ""chaotic""]",False,"['supernatural_threat', 'unlikely_friendship', 'life_threat']","['mysterious', 'eerie', 'chaotic']",['suitable for all ages'],['Soukarya Ghosal'],"['Anirban Bhattacharya', 'Mahabrata Basu', 'Anumegha Banerjee', ""Alexx O'Nell""]",movie::f4b72b66-e103-400d-84fa-c60f1eca7b10
c9498bf7-a46c-481d-8d15-cd15311964e6,movie,Taandob,U/A 16+,"[""BN""]",2025,SVOD,Action,"A young man comes to Dhaka in search of a job but gets blamed for a violent TV station attack. While trying to prove his innocence, he uncovers a web of corruption involving top officials. But behind it all is a dangerous imposter using his name and planning something even bigger.",2020s,"[""Violence"", ""Smoking"", ""Foul Language"", ""Mature themes"", ""Alcohol""]",5,False,False,"[""Raihan Rafi""]","[""Shakib Khan"", ""Jaya Ahsan"", ""Fazlur Rahman Babu"", ""Rakib Hossain Evon"", ""Sabila Nur""]","[""SVF Entertainment Pvt Ltd"", ""Alpha I Studios Ltd"", ""Chorki""]","[""fugitive_manhunt"", ""cover_up"", ""deception_disguise"", ""political_unrest""]","[""tense"", ""intense"", ""suspenseful""]",False,"['fugitive_manhunt', 'cover_up', 'deception_disguise', 'political_unrest']","['tense', 'intense', 'suspenseful']","['alcohol', 'foul language', 'mature themes', 'smoking', 'violence']",['Raihan Rafi'],"['Shakib Khan', 'Jaya Ahsan', 'Fazlur Rahman Babu', 'Rakib Hossain Evon', 'Sabila Nur']",movie::c9498bf7-a46c-481d-8d15-cd15311964e6
f0b2fd34-655d-47b6-918d-8fa8af7dcf3e,movie,Onko Ki Kothin,U,"[""BN""]",2025,SVOD,Drama,"Three slum kids Babin, Dolly, and Tyre dream of climbing up the ladder to become a doctor, nurse, and engineer. When Babin's father becomes seriously ill, a stolen oxygen cylinder leads them on a brave adventure that challenges their courage, friendship, and determination to beat the odds.",2020s,"[""Suitable for all ages""]",5,False,False,[],"[""Saurav Palodhi"", ""Riddhiman Banerjee"", ""Gitashree Chakraborty"", ""Tapomoy Deb"", ""Parno Mittra""]","[""Dag Creative Media""]","[""social_injustice"", ""survival"", ""unlikely_friendship""]","[""emotional"", ""heartwarming"", ""dramatic""]",False,"['social_injustice', 'survival', 'unlikely_friendship']","['emotional', 'heartwarming', 'dramatic']",['suitable for all ages'],[],"['Saurav Palodhi', 'Riddhiman Banerjee', 'Gitashree Chakraborty', 'Tapomoy Deb', 'Parno Mittra']",movie::f0b2fd34-655d-47b6-918d-8fa8af7dcf3e
db24323b-4ddb-433b-8898-0c41ab559ebf,movie,Grihapravesh,U/A 13+,"[""BN""]",2025,SVOD,Drama,"In a fading North Calcutta Rajbari, Titli lives quietly after her husband’s disappearance. As Durga Puja nears, Megh arrives and stirs emotions she thought were lost. Amid rituals, memories, and silence, they face love, longing, and the ache of unfinished stories.",2020s,"[""Mature themes"", ""Smoking"", ""Alcohol"", ""Foul Language""]",6,False,False,[],"[""Subhashree Ganguly"", ""Kaushik Ganguly"", ""Jeetu Kamal"", ""Sohini Sengupta"", ""Rudranil Ghosh"", ""Sneha Chatterjee""]","[""Kaleidoscope""]","[""missing_person"", ""reconciliation"", ""family_secrets""]","[""bittersweet"", ""emotional"", ""mysterious""]",False,"['missing_person', 'reconciliation', 'family_secrets']","['bittersweet', 'emotional', 'mysterious']","['alcohol', 'foul language', 'mature themes', 'smoking']",[],"['Subhashree Ganguly', 'Kaushik Ganguly', 'Jeetu Kamal', 'Sohini Sengupta', 'Rudranil Ghosh', 'Sneha Chatterjee']",movie::db24323b-4ddb-433b-8898-0c41ab559ebf
2618fcaf-b02b-43da-b437-5e2acab5f2d3,movie,Putulnacher Itikatha,U/A 13+,"[""BN""]",2025,SVOD,Drama,"Shashi, a Kolkata-trained doctor, feels trapped in his lonely village life. His flirtations, failures, and a friend’s return with a village bride deepen his unrest. Torn between faith and science, Shashi’s search for purpose spirals within.",2020s,"[""Mature themes"", ""Smoking"", ""Foul Language"", ""Alcohol""]",7,False,False,"[""Suman Mukhopadhyay""]","[""Abir Chatterjee"", ""Jaya Ahsan"", ""Parambrata Chattopadhyay"", ""Surangana Bandopadhyay"", ""Ananya Chatterjee"", ""Dhritiman Chatterjee"", ""Shantilal Mukherjee""]","[""Kaleidoscope""]","[""midlife_crisis"", ""self_discovery""]","[""dramatic"", ""bittersweet""]",False,"['midlife_crisis', 'self_discovery']","['dramatic', 'bittersweet']","['alcohol', 'foul language', 'mature themes', 'smoking']",['Suman Mukhopadhyay'],"['Abir Chatterjee', 'Jaya Ahsan', 'Parambrata Chattopadhyay', 'Surangana Bandopadhyay', 'Ananya Chatterjee', 'Dhritiman Chatterjee', 'Shantilal Mukherjee']",movie::2618fcaf-b02b-43da-b437-5e2acab5f2d3
622acf20-6113-4936-8e28-ff8af5540347,movie,Shuk Sari (1969),U/A 13+,"[""BN""]",1969,SVOD,Drama,Shuk Sari is a realistic portrayal of an Indian marriage where freedom and responsibility don't stand in the way of the other. Watch this beautiful musical story only on hoichoi.,1960s,"[""Sexual Abuse""]",3,True,True,"[""Sushil Majumdar""]","[""Uttam Kumar"", ""Anjana Bhowmik"", ""Bhanu Bandopadhyay""]",[],"[""domestic_conflict""]","[""dramatic""]",True,['domestic_conflict'],['dramatic'],['sexual abuse'],['Sushil Majumdar'],"['Uttam Kumar', 'Anjana Bhowmik', 'Bhanu Bandopadhyay']",movie::622acf20-6113-4936-8e28-ff8af5540347
